country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
AO,Angola,0,0,2020-02-15,3.0,-2.0,7.0,3.0,2.0,1.0
AO,Angola,0,0,2020-02-16,-4.0,0.0,-11.0,1.0,-5.0,2.0
AO,Angola,0,0,2020-02-17,-6.0,-4.0,2.0,-3.0,5.0,0.0
AO,Angola,0,0,2020-02-18,-3.0,-4.0,-4.0,-1.0,5.0,-1.0
AO,Angola,0,0,2020-02-19,-10.0,-12.0,-3.0,-7.0,4.0,1.0
AO,Angola,0,0,2020-02-20,-4.0,-5.0,0.0,-3.0,4.0,-1.0
AO,Angola,0,0,2020-02-21,-2.0,-1.0,3.0,0.0,5.0,0.0
AO,Angola,0,0,2020-02-22,0.0,2.0,14.0,4.0,-1.0,0.0
AO,Angola,0,0,2020-02-23,-1.0,2.0,5.0,-8.0,-6.0,1.0
AO,Angola,0,0,2020-02-24,-9.0,-8.0,3.0,-25.0,-63.0,12.0
AO,Angola,0,0,2020-02-25,-17.0,-20.0,-12.0,-28.0,-69.0,13.0
AO,Angola,0,0,2020-02-26,-3.0,-3.0,-2.0,-7.0,2.0,-1.0
AO,Angola,0,0,2020-02-27,2.0,3.0,5.0,-3.0,4.0,-1.0
AO,Angola,0,0,2020-02-28,6.0,7.0,8.0,0.0,4.0,0.0
AO,Angola,0,0,2020-02-29,7.0,10.0,9.0,4.0,5.0,0.0
AO,Angola,0,0,2020-03-01,5.0,16.0,-1.0,6.0,5.0,0.0
AO,Angola,0,0,2020-03-02,6.0,9.0,8.0,3.0,8.0,-1.0
AO,Angola,0,0,2020-03-03,4.0,7.0,8.0,0.0,8.0,-2.0
AO,Angola,0,0,2020-03-04,7.0,6.0,12.0,-3.0,8.0,-1.0
AO,Angola,0,0,2020-03-05,5.0,8.0,17.0,0.0,9.0,-2.0
AO,Angola,0,0,2020-03-06,6.0,6.0,10.0,-3.0,8.0,-1.0
AO,Angola,0,0,2020-03-07,7.0,7.0,18.0,4.0,3.0,-1.0
AO,Angola,0,0,2020-03-08,5.0,8.0,4.0,-3.0,0.0,0.0
AO,Angola,0,0,2020-03-09,0.0,3.0,7.0,-5.0,8.0,-1.0
AO,Angola,0,0,2020-03-10,1.0,3.0,3.0,-6.0,8.0,-2.0
AO,Angola,0,0,2020-03-11,1.0,0.0,5.0,-11.0,8.0,-1.0
AO,Angola,0,0,2020-03-12,1.0,2.0,10.0,-4.0,8.0,-2.0
AO,Angola,0,0,2020-03-13,2.0,1.0,5.0,-10.0,8.0,-1.0
AO,Angola,0,0,2020-03-14,2.0,2.0,8.0,-4.0,2.0,1.0
AO,Angola,0,0,2020-03-15,-5.0,2.0,-4.0,-8.0,-4.0,2.0
AO,Angola,0,0,2020-03-16,-4.0,0.0,1.0,-12.0,7.0,-1.0
AO,Angola,0,0,2020-03-17,-6.0,-3.0,0.0,-17.0,6.0,0.0
AO,Angola,0,0,2020-03-18,-4.0,1.0,-1.0,-12.0,5.0,0.0
AO,Angola,0,0,2020-03-19,-4.0,11.0,5.0,-5.0,5.0,0.0
AO,Angola,0,0,2020-03-20,-5.0,13.0,-5.0,-21.0,3.0,2.0
AO,Angola,0,0,2020-03-21,-10.0,16.0,-8.0,-8.0,-1.0,5.0
AO,Angola,0,0,2020-03-22,-33.0,-4.0,-29.0,-41.0,-10.0,13.0
AO,Angola,0,0,2020-03-23,-43.0,-25.0,-31.0,-52.0,-68.0,26.0
AO,Angola,0,0,2020-03-24,-26.0,-8.0,-21.0,-36.0,-14.0,12.0
AO,Angola,0,0,2020-03-25,-22.0,1.0,-24.0,-41.0,-22.0,15.0
AO,Angola,0,0,2020-03-26,-10.0,23.0,-9.0,-25.0,-27.0,11.0
AO,Angola,0,0,2020-03-27,-48.0,-22.0,-32.0,-52.0,-47.0,26.0
AO,Angola,0,0,2020-03-28,-51.0,-33.0,-28.0,-41.0,-22.0,20.0
AO,Angola,0,0,2020-03-29,-61.0,-40.0,-39.0,-57.0,-11.0,22.0
AO,Angola,0,0,2020-03-30,-55.0,-36.0,-35.0,-59.0,-54.0,30.0
AO,Angola,0,0,2020-03-31,-55.0,-37.0,-37.0,-62.0,-55.0,29.0
