country_region_code,country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
LB,Lebanon,0,0,2020-02-15,7.0,0.0,17.0,0.0,1.0,-2.0
LB,Lebanon,0,0,2020-02-16,4.0,1.0,8.0,17.0,1.0,0.0
LB,Lebanon,0,0,2020-02-17,-1.0,-2.0,0.0,10.0,1.0,-1.0
LB,Lebanon,0,0,2020-02-18,5.0,0.0,3.0,2.0,2.0,0.0
LB,Lebanon,0,0,2020-02-19,3.0,1.0,3.0,6.0,5.0,-1.0
LB,Lebanon,0,0,2020-02-20,5.0,4.0,10.0,9.0,1.0,-1.0
LB,Lebanon,0,0,2020-02-21,2.0,1.0,4.0,0.0,1.0,0.0
LB,Lebanon,0,0,2020-02-22,-6.0,-2.0,-9.0,-7.0,-1.0,1.0
LB,Lebanon,0,0,2020-02-23,-1.0,4.0,3.0,1.0,1.0,1.0
LB,Lebanon,0,0,2020-02-24,-7.0,-4.0,-4.0,1.0,1.0,0.0
LB,Lebanon,0,0,2020-02-25,-1.0,-2.0,-1.0,0.0,2.0,1.0
LB,Lebanon,0,0,2020-02-26,1.0,0.0,5.0,3.0,4.0,-1.0
LB,Lebanon,0,0,2020-02-27,4.0,1.0,12.0,-1.0,0.0,-1.0
LB,Lebanon,0,0,2020-02-28,7.0,7.0,17.0,-2.0,3.0,-2.0
LB,Lebanon,0,0,2020-02-29,-7.0,2.0,-10.0,-6.0,-4.0,2.0
LB,Lebanon,0,0,2020-03-01,-3.0,7.0,3.0,-2.0,2.0,0.0
LB,Lebanon,0,0,2020-03-02,-2.0,3.0,0.0,-6.0,-11.0,1.0
LB,Lebanon,0,0,2020-03-03,7.0,7.0,9.0,-8.0,-10.0,1.0
LB,Lebanon,0,0,2020-03-04,9.0,8.0,20.0,-6.0,-9.0,0.0
LB,Lebanon,0,0,2020-03-05,9.0,9.0,27.0,-13.0,-11.0,0.0
LB,Lebanon,0,0,2020-03-06,-12.0,-3.0,-6.0,-20.0,-11.0,4.0
LB,Lebanon,0,0,2020-03-07,-10.0,4.0,11.0,-19.0,-4.0,1.0
LB,Lebanon,0,0,2020-03-08,-6.0,3.0,30.0,-19.0,1.0,-1.0
LB,Lebanon,0,0,2020-03-09,-8.0,1.0,5.0,-20.0,-14.0,1.0
LB,Lebanon,0,0,2020-03-10,-8.0,3.0,-1.0,-21.0,-12.0,3.0
LB,Lebanon,0,0,2020-03-11,-11.0,21.0,1.0,-19.0,-13.0,3.0
LB,Lebanon,0,0,2020-03-12,-32.0,-1.0,-19.0,-33.0,-26.0,7.0
LB,Lebanon,0,0,2020-03-13,-46.0,-16.0,-31.0,-36.0,-33.0,11.0
LB,Lebanon,0,0,2020-03-14,-50.0,-15.0,-28.0,-42.0,-29.0,10.0
LB,Lebanon,0,0,2020-03-15,-55.0,-16.0,-31.0,-42.0,-24.0,9.0
LB,Lebanon,0,0,2020-03-16,-56.0,-27.0,-38.0,-44.0,-51.0,14.0
LB,Lebanon,0,0,2020-03-17,-62.0,-36.0,-51.0,-58.0,-55.0,17.0
LB,Lebanon,0,0,2020-03-18,-62.0,-33.0,-51.0,-62.0,-56.0,18.0
LB,Lebanon,0,0,2020-03-19,-63.0,-36.0,-50.0,-78.0,-58.0,19.0
LB,Lebanon,0,0,2020-03-20,-65.0,-34.0,-51.0,-78.0,-58.0,21.0
LB,Lebanon,0,0,2020-03-21,-64.0,-31.0,-48.0,-80.0,-48.0,16.0
LB,Lebanon,0,0,2020-03-22,-75.0,-47.0,-60.0,-84.0,-45.0,16.0
LB,Lebanon,0,0,2020-03-23,-70.0,-42.0,-55.0,-81.0,-65.0,21.0
LB,Lebanon,0,0,2020-03-24,-68.0,-40.0,-54.0,-81.0,-64.0,21.0
LB,Lebanon,0,0,2020-03-25,-68.0,-40.0,-49.0,-81.0,-67.0,21.0
LB,Lebanon,0,0,2020-03-26,-65.0,-38.0,-43.0,-80.0,-63.0,20.0
LB,Lebanon,0,0,2020-03-27,-69.0,-42.0,-47.0,-79.0,-62.0,22.0
LB,Lebanon,0,0,2020-03-28,-73.0,-47.0,-58.0,-84.0,-55.0,19.0
LB,Lebanon,0,0,2020-03-29,-73.0,-48.0,-59.0,-84.0,-41.0,15.0
LB,Lebanon,0,0,2020-03-30,-65.0,-39.0,-52.0,-78.0,-60.0,19.0
LB,Lebanon,0,0,2020-03-31,-60.0,-33.0,-46.0,-75.0,-59.0,18.0
LB,Lebanon,0,0,2020-04-01,-63.0,-35.0,-51.0,-77.0,-59.0,19.0
LB,Lebanon,0,0,2020-04-02,-60.0,-31.0,-39.0,-77.0,-59.0,18.0
LB,Lebanon,0,0,2020-04-03,-62.0,-30.0,-40.0,-77.0,-58.0,20.0
LB,Lebanon,0,0,2020-04-04,-65.0,-34.0,-41.0,-80.0,-49.0,16.0
LB,Lebanon,0,0,2020-04-05,-68.0,-39.0,-47.0,-81.0,-37.0,13.0
LB,Lebanon,0,0,2020-04-06,-64.0,-38.0,-45.0,-78.0,-59.0,18.0
LB,Lebanon,0,0,2020-04-07,-60.0,-31.0,-41.0,-74.0,-58.0,18.0
LB,Lebanon,0,0,2020-04-08,-59.0,-29.0,-39.0,-74.0,-57.0,17.0
LB,Lebanon,0,0,2020-04-09,-59.0,-29.0,-37.0,-76.0,-58.0,18.0
LB,Lebanon,0,0,2020-04-10,-68.0,-39.0,-51.0,-82.0,-65.0,22.0
LB,Lebanon,0,0,2020-04-11,-65.0,-31.0,-45.0,-78.0,-48.0,16.0
LB,Lebanon,0,0,2020-04-12,-80.0,-70.0,-60.0,-86.0,-49.0,18.0
LB,Lebanon,0,0,2020-04-13,-60.0,-32.0,-34.0,-79.0,-64.0,17.0
LB,Lebanon,0,0,2020-04-14,-55.0,-27.0,-32.0,-71.0,-54.0,16.0
LB,Lebanon,0,0,2020-04-15,-55.0,-25.0,-29.0,-72.0,-53.0,16.0
LB,Lebanon,0,0,2020-04-16,-54.0,-24.0,-24.0,-73.0,-54.0,15.0
LB,Lebanon,0,0,2020-04-17,-60.0,-25.0,-33.0,-76.0,-59.0,19.0
LB,Lebanon,0,0,2020-04-18,-61.0,-29.0,-28.0,-76.0,-43.0,12.0
LB,Lebanon,0,0,2020-04-19,-74.0,-58.0,-46.0,-83.0,-39.0,14.0
LB,Lebanon,0,0,2020-04-20,-54.0,-24.0,-23.0,-77.0,-59.0,14.0
LB,Lebanon,0,0,2020-04-21,-50.0,-21.0,-24.0,-68.0,-50.0,14.0
LB,Lebanon,0,0,2020-04-22,-50.0,-19.0,-16.0,-67.0,-49.0,13.0
LB,Lebanon,0,0,2020-04-23,-49.0,-16.0,-16.0,-68.0,-50.0,13.0
LB,Lebanon,0,0,2020-04-24,-57.0,-22.0,-33.0,-73.0,-51.0,18.0
LB,Lebanon,0,0,2020-04-25,-64.0,-30.0,-46.0,-77.0,-44.0,16.0
LB,Lebanon,0,0,2020-04-26,-71.0,-50.0,-50.0,-81.0,-35.0,15.0
LB,Lebanon,0,0,2020-04-27,-51.0,-17.0,-29.0,-68.0,-47.0,14.0
LB,Lebanon,0,0,2020-04-28,-48.0,-17.0,-25.0,-62.0,-46.0,13.0
LB,Lebanon,0,0,2020-04-29,-48.0,-16.0,-23.0,-65.0,-44.0,14.0
LB,Lebanon,0,0,2020-04-30,-43.0,-14.0,-15.0,-63.0,-45.0,13.0
LB,Lebanon,0,0,2020-05-01,-49.0,-20.0,-12.0,-72.0,-56.0,16.0
LB,Lebanon,0,0,2020-05-02,-51.0,-20.0,-19.0,-68.0,-34.0,11.0
LB,Lebanon,0,0,2020-05-03,-55.0,-26.0,-21.0,-68.0,-22.0,8.0
LB,Lebanon,0,0,2020-05-04,-42.0,-16.0,-18.0,-62.0,-40.0,11.0
LB,Lebanon,0,0,2020-05-05,-41.0,-14.0,-23.0,-61.0,-40.0,12.0
LB,Lebanon,0,0,2020-05-06,-39.0,-8.0,-18.0,-56.0,-38.0,12.0
LB,Lebanon,0,0,2020-05-07,-33.0,-5.0,-1.0,-58.0,-38.0,11.0
LB,Lebanon,0,0,2020-05-08,-36.0,-5.0,-1.0,-57.0,-36.0,11.0
LB,Lebanon,0,0,2020-05-09,-45.0,-14.0,-17.0,-66.0,-28.0,10.0
LB,Lebanon,0,0,2020-05-10,-46.0,-15.0,-5.0,-69.0,-14.0,7.0
LB,Lebanon,0,0,2020-05-11,-40.0,-13.0,-13.0,-63.0,-38.0,11.0
LB,Lebanon,0,0,2020-05-12,-34.0,-1.0,-10.0,-57.0,-37.0,11.0
LB,Lebanon,0,0,2020-05-13,-31.0,7.0,-2.0,-53.0,-35.0,9.0
LB,Lebanon,0,0,2020-05-14,-65.0,-40.0,-34.0,-75.0,-60.0,18.0
LB,Lebanon,0,0,2020-05-15,-62.0,-32.0,-26.0,-73.0,-56.0,19.0
LB,Lebanon,0,0,2020-05-16,-63.0,-34.0,-29.0,-71.0,-42.0,14.0
